 ,Full Name,Gender,Date of Birth,RPP,ERPP,Parliament Name,D I P S,E O P T,Political Party Name
599,Shabalala. Ms. Nomvuzo Francisca,F,29.04.60 00:00,No,,NationaL Assembly of South Africa ,22.05.19 00:00,07.05.24 00:00,ANC
600,Yako. Mrs. Yoliswa Nomampondomise,F,22.03.83 00:00,No,,NationaL Assembly of South Africa ,22.05.19 00:00,07.05.24 00:00,EFF
601,Abrahams. Ms. Alexandra Amelia,F,13.07.86 00:00,No,,NationaL Assembly of South Africa ,22.05.19 00:00,07.05.24 00:00,DA
602,Adoons. Ms. Nombuyiselo Gladys,F,18.08.78 00:00,No,,NationaL Assembly of South Africa ,22.05.19 00:00,07.05.24 00:00,ANC
603,April. Mr. Heinrich Giovanni,M,09.04.80 00:00,No,,NationaL Assembly of South Africa ,22.05.19 00:00,07.05.24 00:00,ANC
604,Arries. Ms. Laetitia Heloise,F,06.02.70 00:00,No,,NationaL Assembly of South Africa ,22.05.19 00:00,07.05.24 00:00,EFF
605,August. Mr. Shaun Nigel,M,05.09.72 00:00,No,,NationaL Assembly of South Africa ,22.05.19 00:00,07.05.24 00:00,GOOD
606,Bilankulu. Mr. John Hlengani,M,19.02.66 00:00,No,,NationaL Assembly of South Africa ,22.05.19 00:00,07.05.24 00:00,ANC
607,Boshoff. Doctor Wynand Johannes,M,26.05.70 00:00,No,,NationaL Assembly of South Africa ,22.05.19 00:00,07.05.24 00:00,FF PLUS
608,Breedt. Ms. Tamarin,F,29.03.86 00:00,No,,NationaL Assembly of South Africa ,22.05.19 00:00,07.05.24 00:00,FF PLUS
609,Brink. Mr. Cilliers,M,12.06.87 00:00,No,,NationaL Assembly of South Africa ,22.05.19 00:00,07.05.24 00:00,DA
610,Ceza. Mr. Khanya,M,29.12.73 00:00,No,,NationaL Assembly of South Africa ,22.05.19 00:00,07.05.24 00:00,EFF
611,Chabane. Mr. Mosa Steve,M,08.08.78 00:00,No,,NationaL Assembly of South Africa ,22.05.19 00:00,07.05.24 00:00,ANC
612,Chirwa. Ms. Naledi Nokukhanya,F,22.07.93 00:00,No,,NationaL Assembly of South Africa ,22.05.19 00:00,07.05.24 00:00,EFF
613,Clarke. Mrs. Michele Odette,F,15.07.63 00:00,No,,NationaL Assembly of South Africa ,22.05.19 00:00,07.05.24 00:00,DA
614,Cuthbert. Mr. Mathew John,M,21.09.93 00:00,No,,NationaL Assembly of South Africa ,22.05.19 00:00,07.05.24 00:00,DA
615,De Villiers. Mr. Jan Naude,M,06.03.80 00:00,No,,NationaL Assembly of South Africa ,22.05.19 00:00,07.05.24 00:00,DA
616,Dhlomo. Doctor Sibongiseni Maxwell,M,10.12.59 00:00,No,,NationaL Assembly of South Africa ,22.05.19 00:00,07.05.24 00:00,ANC
617,Direko. Ms. Dikeledi Rosemary,F,28.04.85 00:00,No,,NationaL Assembly of South Africa ,22.05.19 00:00,07.05.24 00:00,ANC
618,Dlamini. Ms. Dorah Dunana,F,03.11.62 00:00,No,,NationaL Assembly of South Africa ,22.05.19 00:00,07.05.24 00:00,ANC
619,Dyantyi. Mr. Qubudile Richard,M,25.10.68 00:00,No,,NationaL Assembly of South Africa ,22.05.19 00:00,07.05.24 00:00,ANC
620,Gantsho. Ms. Nqabisa,F,11.01.80 00:00,No,,NationaL Assembly of South Africa ,22.05.19 00:00,07.05.24 00:00,ANC
621,Gela. Ms. Annah,F,05.03.76 00:00,No,,NationaL Assembly of South Africa ,22.05.19 00:00,07.05.24 00:00,ANC
622,Gomba. Ms. Matshidiso Melina,F,05.06.63 00:00,No,,NationaL Assembly of South Africa ,22.05.19 00:00,07.05.24 00:00,ANC
623,Graham-Mare. Ms. Samantha Jane,F,27.05.69 00:00,No,,NationaL Assembly of South Africa ,22.05.19 00:00,07.05.24 00:00,DA
624,Groenewald. Mr. Ignatius Michael,M,02.12.83 00:00,No,,NationaL Assembly of South Africa ,22.05.19 00:00,07.05.24 00:00,FF PLUS
625,Gumbi. Mr. Hlanganani Siphelele,M,18.12.89 00:00,No,,NationaL Assembly of South Africa ,22.05.19 00:00,07.05.24 00:00,DA
626,Gumbu. Mr. Tshilidzi Thomas,M,27.03.67 00:00,No,,NationaL Assembly of South Africa ,22.05.19 00:00,07.05.24 00:00,ANC
627,Gwarube. Ms. Siviwe,F,14.07.89 00:00,No,,NationaL Assembly of South Africa ,22.05.19 00:00,07.05.24 00:00,DA
628,Hadebe. Mr. Bheki Mathews,M,20.09.75 00:00,No,,NationaL Assembly of South Africa ,22.05.19 00:00,07.05.24 00:00,ANC
629,Hicklin. Mrs. Madeleine Bertine,F,03.09.57 00:00,No,,NationaL Assembly of South Africa ,22.05.19 00:00,07.05.24 00:00,DA
630,Hinana. Mr. Nceba Ephraim,M,13.04.66 00:00,No,,NationaL Assembly of South Africa ,22.05.19 00:00,07.05.24 00:00,DA
631,Hlongo. Ms. Altia Sthembile,F,15.11.91 00:00,No,,NationaL Assembly of South Africa ,22.05.19 00:00,07.05.24 00:00,ANC
632,Ismail. Mrs. Haseenabanu,F,03.11.69 00:00,No,,NationaL Assembly of South Africa ,22.05.19 00:00,07.05.24 00:00,DA
633,Jacobs. Doctor Kenneth Leonard,M,07.05.59 00:00,No,,NationaL Assembly of South Africa ,22.05.19 00:00,07.05.24 00:00,ANC
634,Jacobs. Mr. Faiez,M,12.01.73 00:00,No,,NationaL Assembly of South Africa ,22.05.19 00:00,07.05.24 00:00,ANC
635,James. Mr. Tyotyo Hubert,M,03.05.58 00:00,No,,NationaL Assembly of South Africa ,22.05.19 00:00,07.05.24 00:00,ANC
636,Joemat-Pettersson. Mrs. Tina Monica,F,16.12.63 00:00,No,,NationaL Assembly of South Africa ,22.05.19 00:00,07.05.24 00:00,ANC
637,Jordaan. Ms. Heloise,F,06.12.85 00:00,No,,NationaL Assembly of South Africa ,22.05.19 00:00,07.05.24 00:00,FF PLUS
638,Keetse. Mr. Phuti Peter,M,09.06.92 00:00,No,,NationaL Assembly of South Africa ,22.05.19 00:00,07.05.24 00:00,EFF
639,Khalipha. Mr. Thanduxolo David,M,26.01.63 00:00,No,,NationaL Assembly of South Africa ,22.05.19 00:00,07.05.24 00:00,ANC
640,Kibi. Ms. Mirriam Thenjiwe,F,25.01.57 00:00,No,,NationaL Assembly of South Africa ,22.05.19 00:00,07.05.24 00:00,ANC
641,Komane. Ms. Rosina Ntshetsana,F,08.04.75 00:00,No,,NationaL Assembly of South Africa ,22.05.19 00:00,07.05.24 00:00,EFF
642,Kubheka. Ms. Nomsa Josephina,F,29.12.70 00:00,No,,NationaL Assembly of South Africa ,22.05.19 00:00,07.05.24 00:00,ANC
643,Kula. Mr. Sibusiso Macdonald,M,04.07.88 00:00,No,,NationaL Assembly of South Africa ,22.05.19 00:00,07.05.24 00:00,ANC
644,Langa. Mr. Thokozani Makhosonke,M,24.05.78 00:00,No,,NationaL Assembly of South Africa ,22.05.19 00:00,07.05.24 00:00,EFF
645,Legwase. Ms. Tidimalo Innocentia,F,02.12.81 00:00,No,,NationaL Assembly of South Africa ,22.05.19 00:00,07.05.24 00:00,ANC
646,Letsie. Mr. Walter Tebogo,M,14.10.82 00:00,No,,NationaL Assembly of South Africa ,22.05.19 00:00,07.05.24 00:00,ANC
647,Lubengo. Ms. Marubini Lourane,F,03.06.63 00:00,No,,NationaL Assembly of South Africa ,22.05.19 00:00,07.05.24 00:00,ANC
648,Luthuli. Inkosi Bhekizizwe Nivard,M,18.02.54 00:00,No,,NationaL Assembly of South Africa ,22.05.19 00:00,07.05.24 00:00,IFP
649,Mabhena. Mr. Thamsanqa Bhekokwakhe,M,01.06.90 00:00,No,,NationaL Assembly of South Africa ,22.05.19 00:00,07.05.24 00:00,DA
650,Mabiletsa. Ms. Maidi Dorothy,F,25.09.60 00:00,No,,NationaL Assembly of South Africa ,22.05.19 00:00,07.05.24 00:00,ANC
651,Madlingozi. Mr. Brian Sindile,M,12.12.64 00:00,No,,NationaL Assembly of South Africa ,22.05.19 00:00,07.05.24 00:00,EFF
652,Mafanya. Mr. Washington Isaac,M,28.08.59 00:00,No,,NationaL Assembly of South Africa ,22.05.19 00:00,07.05.24 00:00,EFF
653,Magaxa. Mr. Khayalethu Elvis,M,29.01.64 00:00,No,,NationaL Assembly of South Africa ,22.05.19 00:00,07.05.24 00:00,ANC
654,Mahlatsi. Ms. Kathleen Dibolelo,F,12.06.84 00:00,No,,NationaL Assembly of South Africa ,22.05.19 00:00,07.05.24 00:00,ANC
655,Mahlo. Ms. Nhlagongwe Patricia,F,03.03.60 00:00,No,,NationaL Assembly of South Africa ,22.05.19 00:00,07.05.24 00:00,ANC
656,Mahumapelo. Mr. Supra Ramoeletsi,M,07.06.68 00:00,No,,NationaL Assembly of South Africa ,22.05.19 00:00,07.05.24 00:00,ANC
657,Majodina. Ms. Pemmy Pamela,F,24.12.68 00:00,No,,NationaL Assembly of South Africa ,22.05.19 00:00,07.05.24 00:00,ANC
658,Majozi. Ms. Zandile,F,09.05.85 00:00,No,,NationaL Assembly of South Africa ,22.05.19 00:00,07.05.24 00:00,IFP
659,Malatji. Mr. Thlologelo,M,18.03.93 00:00,No,,NationaL Assembly of South Africa ,22.05.19 00:00,07.05.24 00:00,ANC
660,Malinga. Ms. Valentia Thokozile,F,19.12.74 00:00,No,,NationaL Assembly of South Africa ,22.05.19 00:00,07.05.24 00:00,ANC
661,Malomane. Ms. Vuyisile Promise,F,08.07.77 00:00,No,,NationaL Assembly of South Africa ,22.05.19 00:00,07.05.24 00:00,ANC
662,Mamabolo. Mr. Jacob Boy,M,11.05.83 00:00,No,,NationaL Assembly of South Africa ,22.05.19 00:00,07.05.24 00:00,ANC
663,Mananiso. Mrs. Jane Seboletswe,F,22.02.84 00:00,No,,NationaL Assembly of South Africa ,22.05.19 00:00,07.05.24 00:00,ANC
664,Maneli. Mr. Boyce Makhosonke,M,20.03.74 00:00,No,,NationaL Assembly of South Africa ,22.05.19 00:00,07.05.24 00:00,ANC
665,Mangcu. Mr. Lisa Nkosinathi,M,08.06.65 00:00,No,,NationaL Assembly of South Africa ,22.05.19 00:00,07.05.24 00:00,ANC
666,Marawu. Ms. Thandiswa Linnen,F,04.11.60 00:00,No,,NationaL Assembly of South Africa ,22.05.19 00:00,07.05.24 00:00,ATM
667,Maseko-Jele. Mrs. Nomathemba Hendrietta,F,22.10.64 00:00,No,,NationaL Assembly of South Africa ,22.05.19 00:00,07.05.24 00:00,ANC
668,Mashego. Mr. Mfana Robert,M,21.04.60 00:00,No,,NationaL Assembly of South Africa ,22.05.19 00:00,07.05.24 00:00,ANC
669,Mashele. Mr. Timothy Victor,M,22.11.81 00:00,No,,NationaL Assembly of South Africa ,22.05.19 00:00,07.05.24 00:00,ANC
670,Masipa. Mr. Noko Phineas,M,16.10.68 00:00,No,,NationaL Assembly of South Africa ,22.05.19 00:00,07.05.24 00:00,DA
671,Masondo. Ms. Thabile Sylvia,F,11.04.69 00:00,No,,NationaL Assembly of South Africa ,22.05.19 00:00,07.05.24 00:00,ANC
672,Mathafa. Mr. Oscar Masarona,M,20.12.75 00:00,No,,NationaL Assembly of South Africa ,22.05.19 00:00,07.05.24 00:00,ANC
673,Mathebula. Mr. Elphus Fani,M,28.02.74 00:00,No,,NationaL Assembly of South Africa ,22.05.19 00:00,07.05.24 00:00,ANC
674,Mbatha. Ms. Simphiwe Nomvula,F,11.02.65 00:00,No,,NationaL Assembly of South Africa ,22.05.19 00:00,07.05.24 00:00,ANC
675,Mbinqo-Gigaba. Ms. Bongiwe Pricilla,F,20.11.82 00:00,No,,NationaL Assembly of South Africa ,22.05.19 00:00,07.05.24 00:00,ANC
676,Mcdonald. Mr. Lawrence Edward,M,15.02.66 00:00,No,,NationaL Assembly of South Africa ,22.05.19 00:00,07.05.24 00:00,ANC
677,Mchunu. Ms. Thembeka Buyisile,F,31.01.68 00:00,No,,NationaL Assembly of South Africa ,22.05.19 00:00,07.05.24 00:00,ANC
678,Mdabe. Mr. Sibusiso Welcome,M,03.01.63 00:00,No,,NationaL Assembly of South Africa ,22.05.19 00:00,07.05.24 00:00,ANC
679,Mgweba. Ms. Teliswa,F,25.05.74 00:00,No,,NationaL Assembly of South Africa ,22.05.19 00:00,07.05.24 00:00,ANC
680,Mkhatshwa. Ms. Nompendulo Thobile,F,20.08.93 00:00,No,,NationaL Assembly of South Africa ,22.05.19 00:00,07.05.24 00:00,ANC
681,Mkhwanazi. Ms. Jabulile Nightingale,F,27.02.75 00:00,No,,NationaL Assembly of South Africa ,22.05.19 00:00,07.05.24 00:00,ANC
682,Mmutle. Mr. Thabo Nelson,M,20.07.82 00:00,No,,NationaL Assembly of South Africa ,22.05.19 00:00,07.05.24 00:00,ANC
683,Moatshe. Ms. Raesibe Martha,F,02.09.73 00:00,No,,NationaL Assembly of South Africa ,22.05.19 00:00,07.05.24 00:00,ANC
684,Modise. Mr. Pogiso,M,05.05.82 00:00,No,,NationaL Assembly of South Africa ,22.05.19 00:00,07.05.24 00:00,ANC
685,Modise. Ms. Moleboheng,F,02.09.84 00:00,No,,NationaL Assembly of South Africa ,22.05.19 00:00,07.05.24 00:00,ANC
686,Moela. Mr. Desmond Lawrence,M,15.05.82 00:00,No,,NationaL Assembly of South Africa ,22.05.19 00:00,07.05.24 00:00,ANC
687,Mofokeng. Ms. Jacqueline Motlagomang,F,25.10.59 00:00,No,,NationaL Assembly of South Africa ,22.05.19 00:00,07.05.24 00:00,ANC
688,Mohamed. Advocate Hisamodien,M,02.01.65 00:00,No,,NationaL Assembly of South Africa ,22.05.19 00:00,07.05.24 00:00,ANC
689,Mohlala. Mrs. Mathibe Rebecca,F,24.01.77 00:00,No,,NationaL Assembly of South Africa ,22.05.19 00:00,07.05.24 00:00,EFF
690,Mokgotho. Mrs. Shirley Motshegoane,F,23.02.59 00:00,No,,NationaL Assembly of South Africa ,22.05.19 00:00,07.05.24 00:00,EFF
691,Molala. Mr. Lesiba Ezekiel,M,04.10.66 00:00,No,,NationaL Assembly of South Africa ,22.05.19 00:00,07.05.24 00:00,ANC
692,Molekwa. Ms. Mathedi Asnath,F,15.02.67 00:00,No,,NationaL Assembly of South Africa ,22.05.19 00:00,07.05.24 00:00,ANC
693,Montwedi. Mr. Mothusi Kenneth,M,10.06.85 00:00,No,,NationaL Assembly of South Africa ,22.05.19 00:00,07.05.24 00:00,EFF
694,Moroatshehla. Mr. Patamedi Ronald,M,10.07.61 00:00,No,,NationaL Assembly of South Africa ,22.05.19 00:00,07.05.24 00:00,ANC
695,Morolong. Mr. Itiseng Kenneth,M,17.02.82 00:00,No,,NationaL Assembly of South Africa ,22.05.19 00:00,07.05.24 00:00,ANC
696,Motaung. Ms. Anastasia,F,17.11.64 00:00,No,,NationaL Assembly of South Africa ,22.05.19 00:00,07.05.24 00:00,ANC
697,Motaung. Ms. Nomasonto Evelyn,F,08.06.86 00:00,No,,NationaL Assembly of South Africa ,22.05.19 00:00,07.05.24 00:00,ANC
698,Motsepe. Mrs. Ciliesta Shoana,F,12.02.63 00:00,No,,NationaL Assembly of South Africa ,22.05.19 00:00,07.05.24 00:00,EFF
699,Mphithi. Mr. Luyolo,M,01.09.92 00:00,No,,NationaL Assembly of South Africa ,22.05.19 00:00,07.05.24 00:00,DA
700,Mpumza. Mr. Gordon Gcinikhaya,M,24.04.54 00:00,No,,NationaL Assembly of South Africa ,22.05.19 00:00,07.05.24 00:00,ANC
701,Msane. Mrs. Thembi Portia,F,02.02.83 00:00,No,,NationaL Assembly of South Africa ,22.05.19 00:00,07.05.24 00:00,EFF
702,Mthembu. Mrs. Alice Hlebani,F,10.06.59 00:00,No,,NationaL Assembly of South Africa ,22.05.19 00:00,07.05.24 00:00,ANC
703,Mthenjane. Mr. Dumisani Fannie,M,07.02.68 00:00,No,,NationaL Assembly of South Africa ,22.05.19 00:00,07.05.24 00:00,EFF
704,Mulder. Mr. Frederik Jacobus,M,15.01.64 00:00,No,,NationaL Assembly of South Africa ,22.05.19 00:00,07.05.24 00:00,FF PLUS
705,Munyai. Mr. Tshilidzi Bethuel,M,23.11.70 00:00,No,,NationaL Assembly of South Africa ,22.05.19 00:00,07.05.24 00:00,ANC
706,Mvana. Mrs. Nonkosi Queenie,F,12.02.60 00:00,No,,NationaL Assembly of South Africa ,22.05.19 00:00,07.05.24 00:00,ANC
707,Myeni. Mr. Ernest Thokozani,M,15.06.68 00:00,No,,NationaL Assembly of South Africa ,22.05.19 00:00,07.05.24 00:00,ANC
708,Ngcobo. Mr. Siphosethu Lindinkosi,M,16.11.54 00:00,No,,NationaL Assembly of South Africa ,22.05.19 00:00,07.05.24 00:00,IFP
709,Ngcobo. Mr. Sibongiseni,M,30.05.95 00:00,No,,NationaL Assembly of South Africa ,22.05.19 00:00,07.05.24 00:00,DA
710,Nkabane. Ms. Nobuhle Pamela,F,01.08.79 00:00,No,,NationaL Assembly of South Africa ,22.05.19 00:00,07.05.24 00:00,ANC
711,Nkosi. Mr. Duma Moses,M,06.07.57 00:00,No,,NationaL Assembly of South Africa ,22.05.19 00:00,07.05.24 00:00,ANC
712,Nkosi. Mr. Bekizwe Simon,M,19.06.64 00:00,No,,NationaL Assembly of South Africa ,22.05.19 00:00,07.05.24 00:00,ANC
713,Nodada. Mr. Baxolile Babongile,M,02.04.92 00:00,No,,NationaL Assembly of South Africa ,22.05.19 00:00,07.05.24 00:00,DA
714,Nontsele. Mr. Mncedisi,M,01.06.59 00:00,No,,NationaL Assembly of South Africa ,22.05.19 00:00,07.05.24 00:00,ANC
715,Nqola. Mr. Xola,M,12.08.86 00:00,No,,NationaL Assembly of South Africa ,22.05.19 00:00,07.05.24 00:00,ANC
716,Ntobongwana. Ms. Nolitha,F,22.10.69 00:00,No,,NationaL Assembly of South Africa ,22.05.19 00:00,07.05.24 00:00,ANC
717,Nxumalo. Mr. Mthokozisi Nkululeko,M,07.01.89 00:00,No,,NationaL Assembly of South Africa ,22.05.19 00:00,07.05.24 00:00,IFP
718,Nyhontso. Mr. Mzwanele,M,08.09.73 00:00,No,,NationaL Assembly of South Africa ,22.05.19 00:00,07.05.24 00:00,PAC
719,Opperman. Ms. Gizella,F,24.07.80 00:00,No,,NationaL Assembly of South Africa ,22.05.19 00:00,07.05.24 00:00,DA
720,Pambo. Mr. Vuyani,M,12.08.89 00:00,No,,NationaL Assembly of South Africa ,22.05.19 00:00,07.05.24 00:00,EFF
721,Papo. Mr. Anthony Mankwana,M,25.03.66 00:00,No,,NationaL Assembly of South Africa ,22.05.19 00:00,07.05.24 00:00,ANC
722,Patrein. Ms. Siphokuhle,F,09.10.90 00:00,No,,NationaL Assembly of South Africa ,22.05.19 00:00,07.05.24 00:00,ANC
723,Peacock. Ms. Ntaoleng,F,02.02.78 00:00,No,,NationaL Assembly of South Africa ,22.05.19 00:00,07.05.24 00:00,ANC
724,Peter. Mr. Zamuxolo Joseph,M,10.01.65 00:00,No,,NationaL Assembly of South Africa ,22.05.19 00:00,07.05.24 00:00,ANC
725,Peters. Ms. Elizabeth Dipuo,F,13.05.60 00:00,No,,NationaL Assembly of South Africa ,22.05.19 00:00,07.05.24 00:00,ANC
726,Phillips. Mrs. Cheryl,F,23.02.62 00:00,No,,NationaL Assembly of South Africa ,22.05.19 00:00,07.05.24 00:00,DA
727,Phiri. Ms. Carol Mokgadi,F,22.04.84 00:00,No,,NationaL Assembly of South Africa ,22.05.19 00:00,07.05.24 00:00,ANC
728,Powell. Ms. Emma Louise,F,15.04.87 00:00,No,,NationaL Assembly of South Africa ,22.05.19 00:00,07.05.24 00:00,DA
729,Qayiso. Mr. Xolisile Shinars,M,08.02.62 00:00,No,,NationaL Assembly of South Africa ,22.05.19 00:00,07.05.24 00:00,ANC
730,Ramadwa. Ms. Matodzi Mirriam,F,10.11.60 00:00,No,,NationaL Assembly of South Africa ,22.05.19 00:00,07.05.24 00:00,ANC
731,Roos. Mr. Adrian,M,18.02.76 00:00,No,,NationaL Assembly of South Africa ,22.05.19 00:00,07.05.24 00:00,DA
732,Sarupen. Mr. Ashor Nick,M,01.07.88 00:00,No,,NationaL Assembly of South Africa ,22.05.19 00:00,07.05.24 00:00,DA
733,Schreiber. Doctor Leon Amos,M,11.09.88 00:00,No,,NationaL Assembly of South Africa ,22.05.19 00:00,07.05.24 00:00,DA
734,Seitlholo. Mr. Isaac Sello,M,09.09.89 00:00,No,,NationaL Assembly of South Africa ,22.05.19 00:00,07.05.24 00:00,DA
735,Shabalala. Ms. Lizzie Fikelephi,F,30.01.59 00:00,No,,NationaL Assembly of South Africa ,22.05.19 00:00,07.05.24 00:00,ANC
736,Sharif. Ms. Nazley Khan,F,18.05.90 00:00,No,,NationaL Assembly of South Africa ,22.05.19 00:00,07.05.24 00:00,DA
737,Shembeni. Mr. Henry Andries,M,19.07.65 00:00,No,,NationaL Assembly of South Africa ,22.05.19 00:00,07.05.24 00:00,EFF
738,Sibisi. Mr. Christopher Mzwakhe,M,27.07.70 00:00,No,,NationaL Assembly of South Africa ,22.05.19 00:00,07.05.24 00:00,NFP
739,Sihlwayi. Ms. Nomadewuka Nancy,F,22.09.54 00:00,No,,NationaL Assembly of South Africa ,22.05.19 00:00,07.05.24 00:00,ANC
740,Sindane. Mr. Patrick,M,11.07.81 00:00,No,,NationaL Assembly of South Africa ,22.05.19 00:00,07.05.24 00:00,EFF
741,Siwela. Mrs. Violet Sizani,F,26.04.56 00:00,No,,NationaL Assembly of South Africa ,22.05.19 00:00,07.05.24 00:00,ANC
742,Siwisa. Ms. Annacleta Mathapelo,F,23.09.75 00:00,No,,NationaL Assembly of South Africa ,22.05.19 00:00,07.05.24 00:00,EFF
743,Sokatsha. Mr. Mxolisa Simon,M,07.01.65 00:00,No,,NationaL Assembly of South Africa ,22.05.19 00:00,07.05.24 00:00,ANC
744,Somyo. Mr. Sakhumzi Stoffels,M,21.01.60 00:00,No,,NationaL Assembly of South Africa ,22.05.19 00:00,07.05.24 00:00,ANC
745,Spies. Ms. Eleanore Jacquelene,F,09.07.71 00:00,No,,NationaL Assembly of South Africa ,22.05.19 00:00,07.05.24 00:00,DA
746,Sukers. Ms. Marie Elizabeth,F,18.06.72 00:00,No,,NationaL Assembly of South Africa ,22.05.19 00:00,07.05.24 00:00,ACDP
747,Swarts. Ms. Bernice,F,19.02.72 00:00,No,,NationaL Assembly of South Africa ,22.05.19 00:00,07.05.24 00:00,ANC
748,Tito. Mrs. Lorato Florence,F,22.06.79 00:00,No,,NationaL Assembly of South Africa ,22.05.19 00:00,07.05.24 00:00,EFF
749,Tlhomelang. Ms. Keitumetse Bridgette,F,28.12.75 00:00,No,,NationaL Assembly of South Africa ,22.05.19 00:00,07.05.24 00:00,ANC
750,Tlou. Ms. Moloko Maggie,F,01.02.54 00:00,No,,NationaL Assembly of South Africa ,22.05.19 00:00,07.05.24 00:00,ANC
751,Tseki. Mr. Mohatla Alfred,M,24.12.64 00:00,No,,NationaL Assembly of South Africa ,22.05.19 00:00,07.05.24 00:00,ANC
752,Tshwete. Ms. Busisiwe,F,07.05.81 00:00,No,,NationaL Assembly of South Africa ,22.05.19 00:00,07.05.24 00:00,ANC
753,Van Minnen. Ms. Benedicta Maria,F,10.12.70 00:00,No,,NationaL Assembly of South Africa ,22.05.19 00:00,07.05.24 00:00,DA
754,Van Staden. Mr. Philippus Adriaan,M,05.12.75 00:00,No,,NationaL Assembly of South Africa ,22.05.19 00:00,07.05.24 00:00,FF PLUS
755,Weber. Ms. Annerie Magdalena,F,02.07.67 00:00,No,,NationaL Assembly of South Africa ,22.05.19 00:00,07.05.24 00:00,DA
756,Winkler. Ms. Hannah Shameema,F,05.11.85 00:00,No,,NationaL Assembly of South Africa ,22.05.19 00:00,07.05.24 00:00,DA
757,Xaba. Mr. Vusumuzi Cyril,M,14.02.67 00:00,No,,NationaL Assembly of South Africa ,22.05.19 00:00,07.05.24 00:00,ANC
758,Xasa. Mr. Fikile Devilliers,M,08.07.57 00:00,No,,NationaL Assembly of South Africa ,22.05.19 00:00,07.05.24 00:00,ANC
759,Yabo. Mr. Bafuze Sicelo,M,24.12.81 00:00,No,,NationaL Assembly of South Africa ,22.05.19 00:00,07.05.24 00:00,ANC
760,Zibula. Ms. Beauty Thulani,F,09.09.61 00:00,No,,NationaL Assembly of South Africa ,22.05.19 00:00,07.05.24 00:00,ANC
761,Zuma. Ms. Audrey Sbongile,F,07.11.61 00:00,No,,NationaL Assembly of South Africa ,22.05.19 00:00,07.05.24 00:00,ANC
762,Zungu. Mrs. Thandiwe Rose Marry,F,09.08.60 00:00,No,,NationaL Assembly of South Africa ,22.05.19 00:00,07.05.24 00:00,ANC
763,Zungula. Mr. Vuyolwethu,M,28.08.87 00:00,No,,NationaL Assembly of South Africa ,22.05.19 00:00,07.05.24 00:00,ATM
764,Dyantyi. Doctor Pumza Patricia,F,05.09.48 00:00,No,,NationaL Assembly of South Africa ,22.05.19 00:00,07.05.24 00:00,ANC
765,Gumede. Mr. Sibusiso Nigel,M,15.02.53 00:00,No,,NationaL Assembly of South Africa ,22.05.19 00:00,07.05.24 00:00,ANC
766,Hlengwa. Ms. Magdalena Duduzile,F,21.11.51 00:00,No,,NationaL Assembly of South Africa ,22.05.19 00:00,07.05.24 00:00,IFP
767,Mey. Mr. Pieter,M,17.12.48 00:00,No,,NationaL Assembly of South Africa ,22.05.19 00:00,07.05.24 00:00,FF PLUS
768,Hendricks. Mr. Mogamad Ganief Ebrahim,M,14.09.49 00:00,No,,NationaL Assembly of South Africa ,22.05.19 00:00,07.05.24 00:00,AL JAMA-AH
769,Masiko. Ms. Fikile Andiswa,F,09.01.84 00:00,No,,NationaL Assembly of South Africa ,22.05.19 00:00,07.05.24 00:00,ANC
770,Masiko. Ms. Fikile Andiswa,F,09.01.84 00:00,No,,NationaL Assembly of South Africa ,22.05.19 00:00,07.05.24 00:00,ANC
771,Hermans. Ms. Judy,F,19.02.56 00:00,No,,NationaL Assembly of South Africa ,22.05.19 00:00,07.05.24 00:00,ANC
772,Tlhape. Ms. Manketsi Mamoabi Emily,F,28.04.70 00:00,No,,NationaL Assembly of South Africa ,22.05.19 00:00,07.05.24 00:00,ANC
773,Hermans. Ms. Nombulelo Lilian,F,14.12.66 00:00,No,,NationaL Assembly of South Africa ,22.05.19 00:00,07.05.24 00:00,ANC
774,Mahlaule. Mr. Mikateko Golden,M,04.04.84 00:00,No,,NationaL Assembly of South Africa ,22.05.19 00:00,07.05.24 00:00,ANC
775,Nkomo. Ms. Zanele,F,10.04.84 00:00,No,,NationaL Assembly of South Africa ,22.05.19 00:00,07.05.24 00:00,ANC
776,Nkomo. Ms. Zanele,F,10.04.84 00:00,No,,NationaL Assembly of South Africa ,22.05.19 00:00,07.05.24 00:00,ANC
